iter,t,mse_Ez,mse_Hx,mse_Hy,relL2_Ez,relL2_Hx,relL2_Hy,rmse_Ez,rmse_Hx,rmse_Hy,mse_total,relL2_total,rmse_total
1000,0.0,0.8853776454925537,0.701022744178772,0.1966918259859085,0.9409776926040649,0.9361299276351929,0.9917295575141907,0.9409450888633728,0.8372710347175598,0.44349953532218933,0.5943640470504761,0.9442499279975891,0.7709500789642334
1000,0.25,1.0461362600326538,0.8423877358436584,0.20365579426288605,1.0311087369918823,1.0344781875610352,1.0010395050048828,1.0228080749511719,0.9178168177604675,0.4512823820114136,0.6973932385444641,1.029402732849121,0.8351007103919983
1000,0.5,1.109475016593933,0.8962321877479553,0.20239926874637604,1.0544978380203247,1.0596249103546143,1.0049068927764893,1.0533162355422974,0.9466953873634338,0.44988805055618286,0.7360354661941528,1.051687479019165,0.8579251170158386
1000,0.75,1.1170684099197388,0.9049666523933411,0.20268107950687408,1.0633082389831543,1.0700167417526245,1.0006687641143799,1.0569145679473877,0.9512973427772522,0.450201153755188,0.7415720224380493,1.059775471687317,0.8611457347869873
1000,1.0,0.8840439319610596,0.7052875757217407,0.2022566795349121,0.9438346028327942,0.9425342082977295,1.0018267631530762,0.9402360916137695,0.8398140072822571,0.4497295618057251,0.597196102142334,0.9493592381477356,0.7727846503257751
2000,0.0,0.2893533706665039,0.21382248401641846,0.1506732851266861,0.537934422492981,0.5170074105262756,0.8679969906806946,0.5379157662391663,0.46240943670272827,0.3881665766239166,0.21794971823692322,0.5717930197715759,0.4668508470058441
2000,0.25,0.35521364212036133,0.2444390058517456,0.19644328951835632,0.6008349061012268,0.5572506785392761,0.9831538200378418,0.5959980487823486,0.4944077432155609,0.44321924448013306,0.26536527276039124,0.6349924206733704,0.515136182308197
2000,0.5,0.4388439655303955,0.30653810501098633,0.22483967244625092,0.6631960868835449,0.6197037696838379,1.0591509342193604,0.6624529957771301,0.5536588430404663,0.4741726219654083,0.32340726256370544,0.6971274018287659,0.5686890482902527
2000,0.75,0.4908997118473053,0.3509839177131653,0.21139954030513763,0.7048807740211487,0.6663737893104553,1.0219643115997314,0.7006423473358154,0.5924389362335205,0.45978206396102905,0.35109439492225647,0.7292041778564453,0.592532217502594
2000,1.0,0.49540597200393677,0.382071316242218,0.21710579097270966,0.7065446376800537,0.693723201751709,1.0379512310028076,0.7038508057594299,0.6181191802024841,0.46594613790512085,0.36486101150512695,0.7420545816421509,0.6040372848510742
3000,0.0,0.06715987622737885,0.04953508451581001,0.040945377200841904,0.25916120409965515,0.24884362518787384,0.45248329639434814,0.25915223360061646,0.22256478667259216,0.20234964787960052,0.052546776831150055,0.2807590365409851,0.2292308360338211
3000,0.25,0.10035040974617004,0.06734754890203476,0.06644116342067719,0.3193521797657013,0.29250025749206543,0.5717701315879822,0.31678134202957153,0.25951406359672546,0.2577618360519409,0.07804637402296066,0.344368040561676,0.2793678045272827
3000,0.5,0.14552733302116394,0.09703091531991959,0.08535189181566238,0.3819083869457245,0.3486558794975281,0.6525713205337524,0.38148045539855957,0.31149786710739136,0.29215046763420105,0.10930338501930237,0.4052790105342865,0.33061063289642334
3000,0.75,0.1791040152311325,0.12021927535533905,0.09381166845560074,0.4257669746875763,0.38999706506729126,0.6807883977890015,0.4232068359851837,0.34672650694847107,0.30628690123558044,0.13104498386383057,0.4454996883869171,0.36200135946273804
3000,1.0,0.239683136343956,0.18201810121536255,0.11645465344190598,0.49144816398620605,0.4788189232349396,0.7601855993270874,0.4895744323730469,0.4266358017921448,0.3412545323371887,0.17938528954982758,0.5203139781951904,0.42353901267051697
4000,0.0,0.01962149143218994,0.014431131072342396,0.014608995988965034,0.14008158445358276,0.1343136876821518,0.270277738571167,0.14007672667503357,0.12012964487075806,0.12086767703294754,0.016220539808273315,0.15598878264427185,0.12735988199710846
4000,0.25,0.025906622409820557,0.01756754331290722,0.013842050917446613,0.16226157546043396,0.14938977360725403,0.26097750663757324,0.16095533967018127,0.13254261016845703,0.11765224486589432,0.01910540461540222,0.17038235068321228,0.13822230696678162
4000,0.5,0.04053358733654022,0.02836773358285427,0.020062226802110672,0.20155538618564606,0.18851859867572784,0.31638139486312866,0.2013295441865921,0.1684272289276123,0.14164118468761444,0.029654517769813538,0.21109731495380402,0.1722048670053482
4000,0.75,0.054337307810783386,0.03974294662475586,0.0243808776140213,0.2345137745141983,0.22423548996448517,0.3470630347728729,0.2331036478281021,0.1993563324213028,0.15614376962184906,0.039487045258283615,0.2445482313632965,0.198713481426239
4000,1.0,0.09525223076343536,0.07735192030668259,0.04128154739737511,0.3098108172416687,0.3121400773525238,0.45260486006736755,0.3086296021938324,0.2781221270561218,0.20317861437797546,0.07129523158073425,0.3280215263366699,0.2670116722583771
5000,0.0,0.00785929337143898,0.006213272921741009,0.0043265377171337605,0.08865572512149811,0.08813132345676422,0.14708566665649414,0.08865265548229218,0.07882431894540787,0.06577642261981964,0.006133034825325012,0.09591762721538544,0.07831369340419769
5000,0.25,0.005348182283341885,0.004306487273424864,0.0026169181801378727,0.07372476905584335,0.07396511733531952,0.11347441375255585,0.0731312707066536,0.06562383472919464,0.05115582421422005,0.004090529400855303,0.07883811742067337,0.06395724415779114
5000,0.5,0.009581485763192177,0.008066865615546703,0.003961515612900257,0.09799487143754959,0.10052967816591263,0.14058923721313477,0.09788506478071213,0.08981572836637497,0.0629405751824379,0.007203288376331329,0.10404056310653687,0.08487218618392944
5000,0.75,0.014866969548165798,0.012694395147264004,0.006575361825525761,0.12266778200864792,0.12673026323318481,0.1802368313074112,0.12193018198013306,0.11266940832138062,0.0810886025428772,0.011378908529877663,0.13127665221691132,0.10667196661233902
5000,1.0,0.04262535274028778,0.03517018258571625,0.016854524612426758,0.207249253988266,0.2104753851890564,0.2892007827758789,0.20645907521247864,0.18753714859485626,0.12982498109340668,0.03155001997947693,0.21820862591266632,0.17762325704097748
6000,0.0,0.004408508073538542,0.0035166977904736996,0.0027170684188604355,0.06639889627695084,0.06630367040634155,0.11656022071838379,0.06639659404754639,0.05930175259709358,0.05212550610303879,0.0035474246833473444,0.07294865697622299,0.05956026166677475
6000,0.25,0.0015547492075711489,0.0014351344434544444,0.0006212788284756243,0.03975030779838562,0.04269840568304062,0.05528993904590607,0.03943030908703804,0.03788316994905472,0.024925464764237404,0.0012037208070978522,0.042767055332660675,0.03469467908143997
6000,0.5,0.0029953785706311464,0.0028931736014783382,0.0009728349978104234,0.054791443049907684,0.06020452827215195,0.0696692243218422,0.05473005026578903,0.05378822982311249,0.031190302222967148,0.0022871289402246475,0.05862496793270111,0.047823935747146606
6000,0.75,0.0056348214857280254,0.005170081276446581,0.002415534108877182,0.07551954686641693,0.08087662607431412,0.10924216359853745,0.07506544888019562,0.0719032809138298,0.0491480827331543,0.004406812135130167,0.08169575035572052,0.06638382375240326
6000,1.0,0.025635475292801857,0.020708618685603142,0.01004240196198225,0.16072359681129456,0.16150633990764618,0.22323383390903473,0.16011081635951996,0.1439048945903778,0.10021178424358368,0.018795499578118324,0.16842207312583923,0.13709667325019836
7000,0.0,0.0028198910877108574,0.0022278439719229937,0.0019627907313406467,0.05310448631644249,0.05277308076620102,0.09906884282827377,0.05310264602303505,0.0472000427544117,0.044303394854068756,0.0023368417751044035,0.059207312762737274,0.04834089055657387
7000,0.25,0.0006047313800081611,0.0005191154195927083,0.00028585115796886384,0.02479085884988308,0.025680135935544968,0.03750358894467354,0.024591287598013878,0.022784104570746422,0.016907133162021637,0.00046989935799501836,0.026720767840743065,0.021677162498235703
7000,0.5,0.0009919920703396201,0.0009384755394421518,0.000385998806450516,0.031531237065792084,0.034288886934518814,0.043884824961423874,0.03149590641260147,0.030634548515081406,0.01964685320854187,0.0007721554720774293,0.03406353294849396,0.02778768539428711
7000,0.75,0.002269160468131304,0.0021474624518305063,0.0009693556348793209,0.047923870384693146,0.05212392285466194,0.06920305639505386,0.04763570427894592,0.04634072259068489,0.031134476885199547,0.001795326010324061,0.05214454233646393,0.04237128794193268
7000,1.0,0.013148104771971703,0.010558194480836391,0.00539959454908967,0.11510404199361801,0.11532111465930939,0.16368986666202545,0.114665187895298,0.10275307297706604,0.07348193228244781,0.009701964445412159,0.121004618704319,0.09849855303764343
8000,0.0,0.0017479939851909876,0.0012675222242251039,0.0011047651059925556,0.04181046783924103,0.03980593755841255,0.07432502508163452,0.041809018701314926,0.035602279007434845,0.0332380086183548,0.0013734271051362157,0.04539034515619278,0.03705977648496628
8000,0.25,0.00031110356212593615,0.0002767916303128004,0.00016287526523228735,0.017781270667910576,0.018751749768853188,0.028309384360909462,0.017638128250837326,0.016637055203318596,0.012762259691953659,0.00025025682407431304,0.019500218331813812,0.015819508582353592
8000,0.5,0.00034723198041319847,0.0003685732663143426,0.00015496312698815018,0.018655063584446907,0.021488387137651443,0.027805810794234276,0.018634160980582237,0.019198261201381683,0.012448418885469437,0.00029025611001998186,0.020884687080979347,0.017036903649568558
8000,0.75,0.0006693492759950459,0.0007916552713140845,0.00027194153517484665,0.026028292253613472,0.03164771571755409,0.03665401041507721,0.02587178535759449,0.028136368840932846,0.016490649431943893,0.0005776486941613257,0.029578018933534622,0.024034323170781136
8000,1.0,0.004357549827545881,0.0033932712394744158,0.001823680941015482,0.06626438349485397,0.06537674367427826,0.09512959420681,0.06601174175739288,0.05825179070234299,0.04270457848906517,0.0031915006693452597,0.06940161436796188,0.0564933679997921
9000,0.0,0.0006704747793264687,0.00047167408047243953,0.0003601967473514378,0.025894423946738243,0.024282369762659073,0.042439475655555725,0.025893528014421463,0.021718058735132217,0.018978850916028023,0.0005007818690501153,0.027408482506871223,0.02237815596163273
9000,0.25,0.00012276861525606364,0.00011986746540060267,8.593917300458997e-05,0.011170021258294582,0.01234002411365509,0.02056356705725193,0.011080100201070309,0.010948400013148785,0.009270338341593742,0.00010952507727779448,0.012900402769446373,0.01046542264521122
9000,0.5,0.00011330879351589829,0.0001228957116836682,7.144419942051172e-05,0.010656600818037987,0.012408241629600525,0.018880125135183334,0.010644660331308842,0.011085833422839642,0.008452466689050198,0.00010254957305733114,0.01241378579288721,0.01012667641043663
9000,0.75,0.00018545787315815687,0.00022445751528721303,0.00012851865903940052,0.013700674287974834,0.01685160957276821,0.025198042392730713,0.013618292286992073,0.014981905929744244,0.011336606927216053,0.0001794780109776184,0.01648704521358013,0.01339694019407034
9000,1.0,0.000984485843218863,0.000745485769584775,0.0004658481338992715,0.03149660304188728,0.030643168836832047,0.04807988554239273,0.031376518309116364,0.027303585782647133,0.021583516150712967,0.0007319398573599756,0.033236078917980194,0.02705438621342182
10000,0.0,0.0003147353127133101,0.00022434856509789824,0.00014780473429709673,0.01774139516055584,0.016746794804930687,0.02718593366444111,0.017740780487656593,0.014978270046412945,0.012157496996223927,0.00022896287555340677,0.018532894551753998,0.015131519176065922
10000,0.25,8.197583520086482e-05,7.62938943807967e-05,5.390831211116165e-05,0.009127529338002205,0.009844875894486904,0.016286611557006836,0.009054050780832767,0.00873463787138462,0.007342228200286627,7.072601874824613e-05,0.010366594418883324,0.008409876376390457
