iter,loss,loss_f,loss_b
1,11.131449699401855,0.003708156291395426,11.127741813659668
2,11.127589225769043,0.0036683236248791218,11.123920440673828
3,11.123753547668457,0.0036283950321376324,11.120124816894531
4,11.119946479797363,0.0035889556165784597,11.116357803344727
5,11.116166114807129,0.0035500514786690474,11.112616539001465
6,11.11241340637207,0.0035116805229336023,11.108901977539062
7,11.108687400817871,0.00347387557849288,11.105213165283203
8,11.104990005493164,0.0034366976469755173,11.101552963256836
9,11.10132122039795,0.003400207031518221,11.097921371459961
10,11.097678184509277,0.003364451928064227,11.094313621520996
11,11.09406566619873,0.0033294716849923134,11.090736389160156
12,11.090479850769043,0.003295296337455511,11.08718490600586
13,11.086922645568848,0.0032619452103972435,11.083661079406738
14,11.083394050598145,0.003229434136301279,11.080164909362793
15,11.079893112182617,0.003197774989530444,11.076695442199707
16,11.076420783996582,0.0031669707968831062,11.073253631591797
17,11.072975158691406,0.00313702248968184,11.069838523864746
18,11.069558143615723,0.0031079293694347143,11.066450119018555
19,11.066167831420898,0.003079682355746627,11.063088417053223
20,11.062806129455566,0.003052273765206337,11.05975341796875
21,11.059470176696777,0.0030256928876042366,11.05644416809082
22,11.056160926818848,0.0029999292455613613,11.053160667419434
23,11.052878379821777,0.0029749716632068157,11.049903869628906
24,11.049622535705566,0.002950809895992279,11.046671867370605
25,11.046392440795898,0.0029274371918290854,11.043464660644531
26,11.043188095092773,0.0029048449359834194,11.040283203125
27,11.040007591247559,0.0028830289375036955,11.037124633789062
28,11.03685474395752,0.002861984306946397,11.033992767333984
29,11.03372573852539,0.0028417084831744432,11.0308837890625
30,11.030619621276855,0.0028221975080668926,11.02779769897461
31,11.027539253234863,0.0028034504503011703,11.024735450744629
32,11.024481773376465,0.0027854645159095526,11.021696090698242
33,11.02144718170166,0.0027682376094162464,11.018678665161133
34,11.018433570861816,0.002751766936853528,11.015682220458984
35,11.0154447555542,0.002736050868406892,11.01270866394043
36,11.01247787475586,0.0027210849802941084,11.009757041931152
37,11.009531021118164,0.002706866944208741,11.006824493408203
38,11.006607055664062,0.002693392103537917,11.003913879394531
39,11.003704071044922,0.002680656500160694,11.001023292541504
40,11.000819206237793,0.002668655477464199,10.998150825500488
41,10.997956275939941,0.0026573846116662025,10.995299339294434
42,10.99511432647705,0.002646839711815119,10.992467880249023
43,10.992289543151855,0.002637015888467431,10.989652633666992
44,10.989484786987305,0.002627908019348979,10.986856460571289
45,10.986699104309082,0.002619510516524315,10.984079360961914
46,10.983929634094238,0.0026118189562112093,10.981317520141602
47,10.981179237365723,0.002604828914627433,10.978574752807617
48,10.978447914123535,0.002598534105345607,10.975849151611328
49,10.975732803344727,0.002592929173260927,10.973139762878418
50,10.973034858703613,0.002588008064776659,10.970446586608887
51,10.970352172851562,0.0025837647262960672,10.967768669128418
52,10.967686653137207,0.0025801926385611296,10.965106010437012
53,10.965038299560547,0.00257728504948318,10.962461471557617
54,10.962404251098633,0.0025750354398041964,10.959829330444336
55,10.959786415100098,0.002573436126112938,10.957213401794434
56,10.957183837890625,0.002572480123490095,10.954611778259277
57,10.954597473144531,0.002572158584371209,10.952025413513184
58,10.952025413513184,0.0025724638253450394,10.949453353881836
59,10.949466705322266,0.0025733860675245523,10.946893692016602
60,10.946924209594727,0.0025749169290065765,10.94434928894043
61,10.944395065307617,0.00257704546675086,10.941818237304688
62,10.941878318786621,0.002579763298854232,10.939298629760742
63,10.939377784729004,0.002583059947937727,10.93679428100586
64,10.9368896484375,0.002586925867944956,10.93430233001709
65,10.934415817260742,0.0025913522113114595,10.931824684143066
66,10.931953430175781,0.0025963294319808483,10.929357528686523
67,10.929506301879883,0.0026018479838967323,10.926904678344727
68,10.927071571350098,0.002607900882139802,10.924463272094727
69,10.924649238586426,0.0026144797448068857,10.922035217285156
70,10.922240257263184,0.0026215773541480303,10.919618606567383
71,10.919843673706055,0.002629185328260064,10.917214393615723
72,10.917458534240723,0.0026372980792075396,10.91482162475586
73,10.91508674621582,0.0026459083892405033,10.91244125366211
74,10.912727355957031,0.002655010437592864,10.910072326660156
75,10.910378456115723,0.002664597239345312,10.907713890075684
76,10.90804386138916,0.0026746648363769054,10.90536880493164
77,10.905719757080078,0.002685207175090909,10.903034210205078
78,10.903407096862793,0.002696217969059944,10.900711059570312
79,10.901105880737305,0.002707693027332425,10.898398399353027
80,10.89881706237793,0.0027196272276341915,10.896097183227539
81,10.896540641784668,0.0027320163790136576,10.893808364868164
82,10.894274711608887,0.00274485582485795,10.89153003692627
83,10.892019271850586,0.0027581402100622654,10.889261245727539
84,10.889777183532715,0.002771865576505661,10.887004852294922
85,10.887545585632324,0.002786027267575264,10.884759902954102
86,10.885324478149414,0.0028006217908114195,10.882523536682129
87,10.883115768432617,0.0028156437911093235,10.880300521850586
88,10.8809175491333,0.002831090008839965,10.87808609008789
89,10.878730773925781,0.002846956020221114,10.875884056091309
90,10.876554489135742,0.002863237401470542,10.87369155883789
91,10.874388694763184,0.0028799306601285934,10.871508598327637
92,10.872234344482422,0.0028970304410904646,10.86933708190918
93,10.870091438293457,0.0029145334847271442,10.86717700958252
94,10.867959022521973,0.002932436065748334,10.865026473999023
95,10.865838050842285,0.0029507328290492296,10.862887382507324
96,10.863726615905762,0.002969419816508889,10.860756874084473
97,10.861626625061035,0.0029884937684983015,10.858637809753418
98,10.859537124633789,0.0030079493299126625,10.856529235839844
99,10.85745906829834,0.003027783241122961,10.85443115234375
100,10.855391502380371,0.0030479899141937494,10.852343559265137
101,10.8533353805542,0.003068565856665373,10.850266456604004
102,10.851288795471191,0.0030895068775862455,10.848198890686035
103,10.849252700805664,0.0031108076218515635,10.846141815185547
104,10.847228050231934,0.0031324648298323154,10.844095230102539
105,10.845213890075684,0.003154472215101123,10.842059135437012
106,10.843210220336914,0.003176826285198331,10.840033531188965
107,10.841217041015625,0.0031995216850191355,10.838017463684082
108,10.839235305786133,0.0032225539907813072,10.836012840270996
109,10.837263107299805,0.003245918545871973,10.834016799926758
110,10.83530330657959,0.003269609995186329,10.83203411102295
111,10.833353996276855,0.0032936232164502144,10.830060005187988
112,10.831413269042969,0.003317951923236251,10.828095436096191
113,10.829484939575195,0.003342592855915427,10.826142311096191
114,10.82756519317627,0.0033675404265522957,10.824197769165039
115,10.82565975189209,0.003392788814380765,10.822266578674316
116,10.823761940002441,0.0034183321986347437,10.820343971252441
117,10.82187557220459,0.003444164991378784,10.818431854248047
118,10.820001602172852,0.0034702811390161514,10.81653118133545
119,10.818138122558594,0.003496676217764616,10.814640998840332
120,10.816282272338867,0.003523342777043581,10.812759399414062
121,10.814441680908203,0.003550275694578886,10.810891151428223
122,10.81260871887207,0.0035774686839431524,10.80903148651123
123,10.81078815460205,0.003604915691539645,10.807183265686035
124,10.808976173400879,0.0036326104309409857,10.805343627929688
125,10.807177543640137,0.0036605463828891516,10.80351734161377
126,10.805389404296875,0.0036887172609567642,10.801700592041016
127,10.803611755371094,0.003717115381732583,10.799894332885742
128,10.80184555053711,0.0037457356229424477,10.798099517822266
129,10.800088882446289,0.00377456983551383,10.796314239501953
130,10.798344612121582,0.0038036119658499956,10.794541358947754
131,10.796610832214355,0.0038328543305397034,10.792778015136719
132,10.794888496398926,0.003862291108816862,10.79102611541748
133,10.793177604675293,0.003891913453117013,10.789285659790039
134,10.79147720336914,0.003921715542674065,10.787555694580078
135,10.789787292480469,0.003951688762754202,10.785835266113281
136,10.78810977935791,0.003981827292591333,10.784128189086914
137,10.786441802978516,0.004012122284621,10.782429695129395
