iter,mse,mse_f,mse_b
118,10.608468055725098,0.030786823481321335,10.577681541442871
119,10.607194900512695,0.03087197057902813,10.576322555541992
120,10.605937004089355,0.03096074052155018,10.574975967407227
121,10.604696273803711,0.031053192913532257,10.57364273071289
122,10.603471755981445,0.03114936128258705,10.572322845458984
123,10.602263450622559,0.031249307096004486,10.571014404296875
124,10.60107135772705,0.03135306388139725,10.569718360900879
125,10.599894523620605,0.031460657715797424,10.56843376159668
126,10.598733901977539,0.0315721333026886,10.567161560058594
127,10.597586631774902,0.031687505543231964,10.565898895263672
128,10.596454620361328,0.03180680051445961,10.564647674560547
129,10.595337867736816,0.03193003684282303,10.563407897949219
130,10.594234466552734,0.032057225704193115,10.562177658081055
131,10.593146324157715,0.03218837082386017,10.560957908630371
132,10.592071533203125,0.032323483377695084,10.559747695922852
133,10.591010093688965,0.03246254473924637,10.558547973632812
134,10.58996295928955,0.03260556235909462,10.557357788085938
135,10.58892822265625,0.03275251388549805,10.556175231933594
136,10.587906837463379,0.03290339559316635,10.55500316619873
137,10.586898803710938,0.033058177679777145,10.553840637207031
138,10.585901260375977,0.03321683034300804,10.552684783935547
139,10.584918022155762,0.03337933495640755,10.551538467407227
140,10.583946228027344,0.033545657992362976,10.550400733947754
141,10.582988739013672,0.03371575474739075,10.549272537231445
142,10.582040786743164,0.03388958051800728,10.548151016235352
143,10.58110523223877,0.034067098051309586,10.547038078308105
144,10.580181121826172,0.034248244017362595,10.54593276977539
145,10.579269409179688,0.034432969987392426,10.544836044311523
146,10.578367233276367,0.0346212163567543,10.543745994567871
147,10.577476501464844,0.03481292724609375,10.54266357421875
148,10.576598167419434,0.035008035600185394,10.541589736938477
149,10.575730323791504,0.03520645946264267,10.540523529052734
150,10.574871063232422,0.0354081466794014,10.53946304321289
151,10.574024200439453,0.03561299666762352,10.538411140441895
152,10.573186874389648,0.03582094609737396,10.537365913391113
153,10.572359085083008,0.03603190928697586,10.536327362060547
154,10.571540832519531,0.036245811730623245,10.535295486450195
155,10.570734977722168,0.03646255284547806,10.534272193908691
156,10.56993579864502,0.03668205440044403,10.53325366973877
157,10.569148063659668,0.03690420091152191,10.532243728637695
158,10.568368911743164,0.03712892532348633,10.53123950958252
159,10.567599296569824,0.037356115877628326,10.530242919921875
160,10.5668363571167,0.03758568689227104,10.529251098632812
161,10.566084861755371,0.03781753405928612,10.528266906738281
162,10.565340042114258,0.0380515493452549,10.527288436889648
163,10.564605712890625,0.03828764334321022,10.526317596435547
164,10.563878059387207,0.03852570801973343,10.525352478027344
165,10.563158988952637,0.03876563906669617,10.524393081665039
166,10.562448501586914,0.039007335901260376,10.523441314697266
167,10.561744689941406,0.039250683039426804,10.522494316101074
168,10.56104850769043,0.03949557989835739,10.521553039550781
169,10.560359954833984,0.03974192589521408,10.520618438720703
170,10.559679985046387,0.03998960927128792,10.51969051361084
171,10.559005737304688,0.040238529443740845,10.518767356872559
172,10.558340072631836,0.040488578379154205,10.517851829528809
173,10.557679176330566,0.04073965921998024,10.516939163208008
174,10.557026863098145,0.0409916453063488,10.516035079956055
175,10.556379318237305,0.04124445095658302,10.515134811401367
176,10.55573844909668,0.04149796813726425,10.514240264892578
177,10.555103302001953,0.04175209254026413,10.513351440429688
178,10.554474830627441,0.0420067273080349,10.512468338012695
179,10.553851127624512,0.0422617644071579,10.511589050292969
180,10.55323314666748,0.042517103254795074,10.510716438293457
181,10.552621841430664,0.042772650718688965,10.509849548339844
182,10.552013397216797,0.043028295040130615,10.50898551940918
183,10.551413536071777,0.04328395798802376,10.508129119873047
184,10.550814628601074,0.043539538979530334,10.507274627685547
185,10.55022144317627,0.04379494488239288,10.506426811218262
186,10.549633979797363,0.04405008256435394,10.505583763122559
187,10.549050331115723,0.044304847717285156,10.504745483398438
188,10.548471450805664,0.04455917328596115,10.503911972045898
189,10.547896385192871,0.04481296241283417,10.503083229064941
190,10.547323226928711,0.04506613686680794,10.502257347106934
191,10.546754837036133,0.0453185997903347,10.501436233520508
192,10.54619026184082,0.04557028412818909,10.500619888305664
193,10.545628547668457,0.04582110792398453,10.499807357788086
194,10.545069694519043,0.046070992946624756,10.498998641967773
195,10.544513702392578,0.046319857239723206,10.498193740844727
196,10.543962478637695,0.0465676449239254,10.497394561767578
197,10.543410301208496,0.04681426286697388,10.496596336364746
198,10.542863845825195,0.04705966264009476,10.495803833007812
199,10.542318344116211,0.04730376601219177,10.495014190673828
200,10.54177474975586,0.04754651337862015,10.49422836303711
201,10.54123306274414,0.04778784513473511,10.49344539642334
202,10.540693283081055,0.048027701675891876,10.49266529083252
203,10.540155410766602,0.04826602339744568,10.491888999938965
204,10.539618492126465,0.048502761870622635,10.49111557006836
205,10.539082527160645,0.04873786121606827,10.490345001220703
206,10.538548469543457,0.0489712730050087,10.489577293395996
207,10.53801441192627,0.04920296370983124,10.488811492919922
208,10.537482261657715,0.04943285882472992,10.488049507141113
209,10.53695011138916,0.04966095834970474,10.487289428710938
210,10.536419868469238,0.04988718777894974,10.486532211303711
211,10.535888671875,0.05011152848601341,10.485776901245117
212,10.535356521606445,0.050333939492702484,10.48502254486084
213,10.534826278686523,0.05055440589785576,10.484272003173828
214,10.534296035766602,0.05077289417386055,10.48352336883545
215,10.533763885498047,0.05098936706781387,10.48277473449707
216,10.533233642578125,0.05120382085442543,10.482029914855957
217,10.532703399658203,0.05141622573137283,10.481287002563477
218,10.532169342041016,0.05162656307220459,10.48054313659668
219,10.531637191772461,0.0518348291516304,10.479802131652832
220,10.53110408782959,0.05204100161790848,10.479063034057617
221,10.530569076538086,0.05224507674574852,10.478323936462402
222,10.530034065246582,0.05244705080986023,10.47758674621582
223,10.529496192932129,0.05264692008495331,10.476849555969238
224,10.528958320617676,0.05284468084573746,10.476113319396973
225,10.52841854095459,0.05304033309221268,10.475378036499023
226,10.527877807617188,0.05323389172554016,10.47464370727539
227,10.527335166931152,0.053425345569849014,10.473909378051758
228,10.526789665222168,0.05361473187804222,10.473175048828125
229,10.526244163513184,0.053802043199539185,10.472441673278809
230,10.52569580078125,0.053987301886081696,10.471708297729492
231,10.525144577026367,0.05417051166296005,10.47097396850586
232,10.524593353271484,0.05435170978307724,10.47024154663086
233,10.52403736114502,0.05453091114759445,10.46950626373291
234,10.523480415344238,0.05470814183354378,10.468771934509277
235,10.522919654846191,0.054883427917957306,10.468036651611328
236,10.522358894348145,0.055056795477867126,10.467302322387695
237,10.521794319152832,0.05522828921675682,10.46656608581543
238,10.521225929260254,0.05539792403578758,10.465827941894531
239,10.52065658569336,0.055565763264894485,10.46509075164795
240,10.5200834274292,0.05573181062936783,10.464351654052734
241,10.519506454467773,0.05589613318443298,10.463610649108887
242,10.518927574157715,0.05605876445770264,10.462868690490723
243,10.518346786499023,0.05621974915266037,10.462126731872559
244,10.51776123046875,0.05637911707162857,10.461381912231445
245,10.517171859741211,0.05653694272041321,10.4606351852417
246,10.516580581665039,0.05669326335191727,10.459887504577637
247,10.515985488891602,0.056848131120204926,10.459136962890625
248,10.515386581420898,0.057001590728759766,10.458385467529297
249,10.51478385925293,0.05715370550751686,10.457630157470703
250,10.514179229736328,0.05730453506112099,10.45687484741211
251,10.513569831848145,0.05745413899421692,10.45611572265625
252,10.512957572937012,0.057602573186159134,10.455354690551758
253,10.512341499328613,0.05774989724159241,10.454591751098633
254,10.51172161102295,0.05789617449045181,10.453824996948242
255,10.511096954345703,0.058041464537382126,10.453055381774902
256,10.510469436645508,0.058185845613479614,10.45228385925293
257,10.50983715057373,0.058329369872808456,10.451507568359375
258,10.509201049804688,0.05847211554646492,10.450729370117188
259,10.508561134338379,0.058614134788513184,10.449947357177734
260,10.507918357849121,0.05875551328063011,10.449162483215332
261,10.507269859313965,0.05889631062746048,10.448373794555664
262,10.50661849975586,0.059036605060100555,10.447582244873047
263,10.505962371826172,0.0591764822602272,10.446785926818848
264,10.505302429199219,0.059315986931324005,10.4459867477417
265,10.504637718200684,0.05945522338151932,10.445182800292969
266,10.503969192504883,0.05959424003958702,10.444375038146973
267,10.503296852111816,0.059733130037784576,10.443563461303711
268,10.502618789672852,0.05987195670604706,10.442747116088867
269,10.501937866210938,0.06001081317663193,10.441926956176758
270,10.501253128051758,0.060149773955345154,10.441102981567383
271,10.50056266784668,0.0602889209985733,10.44027328491211
272,10.49986743927002,0.06042831018567085,10.439438819885254
273,10.499168395996094,0.06056804209947586,10.438600540161133
274,10.49846363067627,0.0607081837952137,10.437755584716797
275,10.497756958007812,0.06084883213043213,10.436907768249512
276,10.497044563293457,0.06099005788564682,10.436054229736328
277,10.49632740020752,0.06113194301724434,10.435195922851562
278,10.495606422424316,0.06127456575632095,10.434331893920898
279,10.494879722595215,0.06141801178455353,10.433462142944336
280,10.49415111541748,0.06156235188245773,10.432588577270508
281,10.493414878845215,0.06170768663287163,10.431707382202148
282,10.492676734924316,0.061854079365730286,10.430822372436523
283,10.491931915283203,0.06200161576271057,10.429930686950684
284,10.491183280944824,0.06215040385723114,10.429033279418945
285,10.49043083190918,0.06230048090219498,10.428130149841309
286,10.489672660827637,0.06245195120573044,10.427220344543457
287,10.488909721374512,0.06260490417480469,10.426304817199707
288,10.488143920898438,0.0627593994140625,10.425384521484375
289,10.487372398376465,0.06291553378105164,10.424456596374512
290,10.48659610748291,0.06307337433099747,10.42352294921875
291,10.48581600189209,0.06323300302028656,10.422582626342773
292,10.485030174255371,0.06339451670646667,10.421635627746582
293,10.48423957824707,0.06355799734592438,10.420681953430176
294,10.483447074890137,0.06372348964214325,10.419723510742188
295,10.482647895812988,0.06389109790325165,10.418756484985352
296,10.481844902038574,0.06406088173389435,10.417783737182617
297,10.481036186218262,0.06423293799161911,10.416803359985352
298,10.480222702026367,0.06440731883049011,10.415815353393555
299,10.479405403137207,0.06458412110805511,10.41482162475586
300,10.478583335876465,0.06476341187953949,10.413820266723633
301,10.477757453918457,0.06494525074958801,10.412812232971191
302,10.476926803588867,0.06512972712516785,10.411797523498535
303,10.476091384887695,0.06531690061092377,10.410774230957031
304,10.475251197814941,0.06550683826208115,10.409744262695312
305,10.474406242370605,0.06569961458444595,10.408706665039062
306,10.473557472229004,0.06589528173208237,10.407662391662598
307,10.47270393371582,0.06609393656253815,10.406609535217285
308,10.471845626831055,0.06629561632871628,10.405550003051758
309,10.470983505249023,0.06650039553642273,10.4044828414917
310,10.470115661621094,0.06670831143856049,10.403407096862793
311,10.469243049621582,0.06691944599151611,10.402323722839355
312,10.468367576599121,0.06713385879993439,10.401233673095703
313,10.467485427856445,0.06735158711671829,10.400134086608887
314,10.46660041809082,0.067572683095932,10.399027824401855
315,10.465710639953613,0.0677972286939621,10.397912979125977
316,10.46481704711914,0.06802525371313095,10.396791458129883
317,10.463915824890137,0.06825679540634155,10.395659446716309
318,10.4630126953125,0.06849190592765808,10.39452075958252
319,10.462104797363281,0.06873065233230591,10.3933744430542
320,10.461191177368164,0.06897304952144623,10.392218589782715
321,10.460275650024414,0.06921914219856262,10.391056060791016
322,10.45935344696045,0.06946896761655807,10.389884948730469
323,10.458426475524902,0.06972257792949677,10.388704299926758
324,10.45749568939209,0.06997997313737869,10.387516021728516
325,10.456561088562012,0.07024122029542923,10.386320114135742
326,10.455620765686035,0.07050631940364838,10.385114669799805
327,10.45467758178711,0.07077532261610031,10.383902549743652
328,10.453728675842285,0.07104822993278503,10.382680892944336
329,10.452775955200195,0.07132509350776672,10.381450653076172
330,10.451817512512207,0.07160592079162598,10.38021183013916
331,10.450854301452637,0.07189071178436279,10.378963470458984
332,10.449888229370117,0.07217949628829956,10.377708435058594
333,10.4489164352417,0.07247228920459747,10.376443862915039
334,10.4479398727417,0.07276910543441772,10.375170707702637
335,10.4469575881958,0.07306994497776031,10.37388801574707
336,10.445971488952637,0.07337480783462524,10.372596740722656
337,10.44498348236084,0.0736837163567543,10.371299743652344
338,10.443986892700195,0.0739966556429863,10.369990348815918
339,10.442987442016602,0.07431364804506302,10.368673324584961
340,10.44198226928711,0.07463467121124268,10.367347717285156
341,10.440973281860352,0.07495973259210587,10.366013526916504
342,10.439958572387695,0.0752888172864914,10.364669799804688
343,10.438940048217773,0.07562191784381866,10.36331844329834
344,10.43791675567627,0.07595902681350708,10.361957550048828
345,10.436887741088867,0.07630012929439545,10.360588073730469
346,10.435853958129883,0.07664521783590317,10.359209060668945
347,10.434815406799316,0.07699427753686905,10.357821464538574
348,10.433773040771484,0.0773472934961319,10.356425285339355
349,10.432724952697754,0.07770425081253052,10.355020523071289
350,10.431670188903809,0.07806511223316193,10.353605270385742
351,10.430612564086914,0.07842986285686493,10.352182388305664
352,10.429549217224121,0.07879848033189774,10.350750923156738
353,10.42848014831543,0.07917095720767975,10.349308967590332
354,10.42740535736084,0.07954724133014679,10.347858428955078
355,10.4263277053833,0.07992731779813766,10.346400260925293
356,10.42524242401123,0.08031114190816879,10.344931602478027
357,10.424153327941895,0.08069872856140137,10.343454360961914
358,10.42305850982666,0.08108998835086823,10.341968536376953
359,10.421957015991211,0.08148492872714996,10.340472221374512
360,10.420851707458496,0.0818834975361824,10.338968276977539
361,10.419739723205566,0.08228567987680435,10.337453842163086
362,10.418622970581055,0.08269140124320984,10.335931777954102
363,10.417500495910645,0.08310066163539886,10.334400177001953
364,10.416372299194336,0.08351340889930725,10.33285903930664
365,10.415240287780762,0.0839296281337738,10.331310272216797
366,10.41409969329834,0.08434925228357315,10.329750061035156
367,10.412954330444336,0.08477224409580231,10.328182220458984
368,10.411802291870117,0.08519858121871948,10.326603889465332
369,10.410645484924316,0.0856282114982605,10.325016975402832
370,10.409482955932617,0.08606109023094177,10.323421478271484
371,10.408312797546387,0.08649717271327972,10.321815490722656
372,10.407137870788574,0.08693644404411316,10.320201873779297
373,10.405956268310547,0.0873788446187973,10.318577766418457
374,10.404767990112305,0.08782433718442917,10.316944122314453
375,10.403575897216797,0.08827286958694458,10.315302848815918
376,10.402375221252441,0.08872439712285995,10.313651084899902
377,10.401169776916504,0.0891788899898529,10.311990737915039
378,10.399955749511719,0.08963628858327866,10.310319900512695
379,10.398736953735352,0.09009656310081482,10.308640480041504
380,10.39751148223877,0.09055966883897781,10.306951522827148
381,10.396278381347656,0.09102556109428406,10.305253028869629
382,10.395040512084961,0.09149419516324997,10.303545951843262
383,10.393795013427734,0.09196554124355316,10.30182933807373
384,10.392542839050293,0.09243950247764587,10.300103187561035
385,10.391283988952637,0.0929161012172699,10.298367500305176
386,10.390018463134766,0.09339527785778046,10.296623229980469
387,10.388745307922363,0.09387698024511337,10.294868469238281
388,10.387465476989746,0.09436117112636566,10.29310417175293
389,10.386178016662598,0.09484780579805374,10.291330337524414
390,10.384885787963867,0.09533683955669403,10.289548873901367
391,10.383584022521973,0.09582825005054474,10.287755966186523
392,10.382277488708496,0.0963219702243805,10.285955429077148
393,10.380962371826172,0.0968179702758789,10.284144401550293
394,10.379638671875,0.09731622785329819,10.282322883605957
395,10.378311157226562,0.09781670570373535,10.280494689941406
396,10.376974105834961,0.09831935167312622,10.278655052185059
397,10.375631332397461,0.09882412850856781,10.276806831359863
398,10.374279975891113,0.09933099895715714,10.274949073791504
399,10.37292194366455,0.0998399406671524,10.27308177947998
400,10.371557235717773,0.10035094618797302,10.27120590209961
401,10.370182037353516,0.10086392611265182,10.269318580627441
402,10.368803024291992,0.10137885808944702,10.267424583435059
403,10.367415428161621,0.1018957570195198,10.265520095825195
404,10.366020202636719,0.10241460800170898,10.263606071472168
405,10.364617347717285,0.1029352992773056,10.261682510375977
406,10.363207817077637,0.10345785319805145,10.259750366210938
407,10.361790657043457,0.10398225486278534,10.257808685302734
408,10.360367774963379,0.10450848191976547,10.255859375
409,10.35893440246582,0.10503649711608887,10.253897666931152
410,10.357494354248047,0.10556630790233612,10.251928329467773
411,10.356048583984375,0.10609787702560425,10.249950408935547
412,10.354594230651855,0.10663117468357086,10.247962951660156
413,10.353132247924805,0.10716624557971954,10.245965957641602
414,10.351663589477539,0.10770303010940552,10.2439603805542
415,10.350187301635742,0.10824154317378998,10.24194622039795
416,10.348703384399414,0.10878181457519531,10.239921569824219
417,10.347212791442871,0.10932377725839615,10.237889289855957
418,10.345714569091797,0.10986745357513428,10.235847473144531
419,10.344208717346191,0.1104128509759903,10.233796119689941
420,10.342697143554688,0.1109599769115448,10.23173713684082
421,10.341176986694336,0.11150884628295898,10.229667663574219
422,10.33965015411377,0.11205944418907166,10.227590560913086
423,10.338115692138672,0.1126118004322052,10.225503921508789
424,10.336573600769043,0.113165944814682,10.223407745361328
425,10.335026741027832,0.11372186243534088,10.221304893493652
426,10.333470344543457,0.11427959054708481,10.21919059753418
427,10.3319091796875,0.11483915150165558,10.217069625854492
428,10.330339431762695,0.11540057510137558,10.21493911743164
429,10.328763008117676,0.11596391350030899,10.212799072265625
430,10.327179908752441,0.11652913689613342,10.210650444030762
431,10.32558822631836,0.11709631979465485,10.208492279052734
432,10.323991775512695,0.11766548454761505,10.206326484680176
433,10.3223876953125,0.11823669075965881,10.204151153564453
434,10.320777893066406,0.11880990862846375,10.2019681930542
435,10.319159507751465,0.11938522756099701,10.199774742126465
436,10.317535400390625,0.1199626699090004,10.197572708129883
437,10.31590461730957,0.12054227292537689,10.195362091064453
438,10.3142671585083,0.12112405896186829,10.193142890930176
439,10.312621116638184,0.12170812487602234,10.190913200378418
440,10.310969352722168,0.12229443341493607,10.188674926757812
441,10.309311866760254,0.12288305163383484,10.186429023742676
442,10.307645797729492,0.12347400188446045,10.184171676635742
443,10.305974006652832,0.12406736612319946,10.181906700134277
444,10.30429458618164,0.12466313689947128,10.179631233215332
445,10.302607536315918,0.1252613663673401,10.177346229553223
446,10.300914764404297,0.12586206197738647,10.175052642822266
447,10.299214363098145,0.12646527588367462,10.172749519348145
448,10.297508239746094,0.12707099318504333,10.17043685913086
449,10.295792579650879,0.12767928838729858,10.168113708496094
450,10.294071197509766,0.12829017639160156,10.165781021118164
451,10.292342185974121,0.12890362739562988,10.16343879699707
452,10.290606498718262,0.12951971590518951,10.161087036132812
453,10.288862228393555,0.1301383674144745,10.158723831176758
454,10.287111282348633,0.13075971603393555,10.156351089477539
455,10.28535270690918,0.13138365745544434,10.153968811035156
456,10.283585548400879,0.13201025128364563,10.151575088500977
457,10.281811714172363,0.13263943791389465,10.149171829223633
458,10.280028343200684,0.13327130675315857,10.146757125854492
459,10.278237342834473,0.13390576839447021,10.144331932067871
460,10.276439666748047,0.13454285264015198,10.141897201538086
461,10.274632453918457,0.13518249988555908,10.139450073242188
462,10.27281665802002,0.13582469522953033,10.136991500854492
463,10.270991325378418,0.13646948337554932,10.134521484375
464,10.269158363342285,0.13711676001548767,10.132041931152344
465,10.267316818237305,0.137766495347023,10.129549980163574
466,10.26546573638916,0.13841873407363892,10.127046585083008
467,10.263604164123535,0.13907340168952942,10.124530792236328
468,10.261735916137695,0.13973045349121094,10.122005462646484
469,10.259855270385742,0.14038985967636108,10.119465827941895
470,10.257966041564941,0.14105159044265747,10.116914749145508
471,10.256068229675293,0.1417156159877777,10.114352226257324
472,10.254158973693848,0.14238181710243225,10.111777305603027
473,10.252240180969238,0.14305028319358826,10.109189987182617
474,10.250309944152832,0.14372089505195618,10.106589317321777
475,10.248370170593262,0.14439356327056885,10.103976249694824
476,10.246418952941895,0.14506837725639343,10.101350784301758
477,10.244457244873047,0.145745187997818,10.098711967468262
478,10.242485046386719,0.14642399549484253,10.096060752868652
479,10.240499496459961,0.14710471034049988,10.093395233154297
480,10.238503456115723,0.14778733253479004,10.090716361999512
481,10.236495971679688,0.14847183227539062,10.088024139404297
482,10.234477996826172,0.14915820956230164,10.085319519042969
483,10.232446670532227,0.1498463749885559,10.082600593566895
484,10.230402946472168,0.15053635835647583,10.079866409301758
485,10.228346824645996,0.15122805535793304,10.077118873596191
486,10.226277351379395,0.15192151069641113,10.074356079101562
487,10.224196434020996,0.15261663496494293,10.071579933166504
488,10.2221040725708,0.15331344306468964,10.068790435791016
489,10.219995498657227,0.15401200950145721,10.065983772277832
490,10.217876434326172,0.1547122597694397,10.063163757324219
491,10.215742111206055,0.15541419386863708,10.060327529907227
492,10.213593482971191,0.15611779689788818,10.057476043701172
493,10.211432456970215,0.15682309865951538,10.054609298706055
494,10.209256172180176,0.15753012895584106,10.051726341247559
495,10.207067489624023,0.15823893249034882,10.048828125
496,10.204862594604492,0.15894949436187744,10.045912742614746
497,10.202643394470215,0.15966185927391052,10.042981147766113
498,10.200408935546875,0.16037604212760925,10.040033340454102
499,10.198160171508789,0.1610921323299408,10.037068367004395
500,10.195895195007324,0.16181015968322754,10.034085273742676
501,10.193615913391113,0.16253021359443665,10.031085968017578
502,10.191319465637207,0.16325226426124573,10.028067588806152
503,10.189008712768555,0.16397646069526672,10.025032043457031
504,10.186680793762207,0.16470292210578918,10.021977424621582
505,10.18433666229248,0.1654316633939743,10.018904685974121
506,10.181974411010742,0.16616278886795044,10.015811920166016
507,10.179597854614258,0.16689634323120117,10.012701034545898
508,10.177204132080078,0.1676325798034668,10.009571075439453
509,10.174790382385254,0.16837143898010254,10.00641918182373
510,10.172359466552734,0.16911311447620392,10.003246307373047
511,10.169912338256836,0.16985780000686646,10.000054359436035
512,10.16744613647461,0.17060546576976776,9.996840476989746
513,10.164960861206055,0.17135637998580933,9.99360466003418
514,10.162457466125488,0.1721106618642807,9.990346908569336
515,10.15993595123291,0.17286837100982666,9.987067222595215
516,10.157392501831055,0.17362971603870392,9.983762741088867
517,10.154830932617188,0.1743948757648468,9.980436325073242
